,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
7978,brun,45,10,29409,M,master,forage,92.99,oui,0
7979,chatain,44,6,46534,F,licence,archeologie,35.94,non,0
7980,blond,20,7,37772,M,master,geologie,87.4,oui,1
7981,blond,29,2,29520,M,licence,geologie,86.82,non,0
7982,blond,26,8,33829,M,licence,geologie,84.19,non,0
7983,chatain,34,13,37191,F,licence,detective,87.12,non,0
7984,blond,27,11,28958,F,licence,geologie,94.47,non,0
7985,chatain,32,9,35036,F,doctorat,archeologie,93.73,oui,0
7986,blond,35,8,32842,M,bac,geologie,55.64,non,0
7987,chatain,40,10,41298,M,master,forage,84.2,oui,0
7988,blond,57,6,32804,M,master,forage,99.16,oui,0
7989,chatain,32,6,33851,M,master,geologie,46.68,non,1
7990,chatain,24,8,30354,F,licence,geologie,51.22,non,0
7991,blond,24,12,31521,M,licence,geologie,80.19,non,0
7992,blond,52,9,33645,M,licence,geologie,58.81,non,0
7993,blond,34,8,34734,M,licence,geologie,74.66,non,0
7994,chatain,22,1,33220,M,master,geologie,73.28,non,0
7995,brun,38,8,30957,F,master,geologie,99.47,oui,0
7996,chatain,50,11,35335,M,licence,geologie,45.02,non,0
7997,brun,34,12,32734,F,licence,geologie,78.69,non,0
7998,blond,35,9,41294,M,licence,forage,69.13,non,0
7999,brun,26,8,36699,F,master,geologie,64.54,oui,1
8000,blond,37,10,30369,F,master,archeologie,98.64,oui,0
8001,roux,32,10,37784,M,licence,geologie,55.08,non,0
8002,chatain,16,8,37850,F,master,archeologie,102.38,oui,0
8003,brun,49,9,25766,F,master,forage,89.21,non,0
8004,brun,42,12,34358,F,master,detective,78.72,oui,0
8005,blond,16,9,39148,M,bac,geologie,50.76,non,1
8006,blond,37,10,31634,M,licence,geologie,71.87,non,0
8007,chatain,27,7,40541,F,master,geologie,89.05,non,0
8008,blond,21,7,30096,F,master,forage,103.33,non,0
8009,blond,28,8,37745,M,licence,detective,64.83,non,0
8010,roux,31,10,35950,M,licence,geologie,62.34,non,0
8011,roux,35,7,32844,M,licence,geologie,63.92,non,0
8012,brun,40,5,41905,M,master,forage,78.74,oui,0
8013,brun,48,11,31942,F,master,geologie,84.9,non,0
8014,roux,39,7,34618,F,bac,detective,78.57,non,0
8015,blond,24,7,43115,F,bac,forage,58.33,non,0
8016,chatain,38,10,34427,F,master,detective,71.31,non,0
8017,chatain,34,8,38048,F,master,forage,74.17,non,0
8018,chatain,25,8,31483,M,doctorat,geologie,102.15,oui,0
8019,brun,38,11,28467,M,doctorat,forage,98.86,oui,0
8020,chatain,37,9,49367,F,licence,archeologie,46.29,oui,0
8021,brun,27,15,33276,M,bac,geologie,37.32,non,0
8022,chatain,40,10,31568,F,master,detective,91.37,oui,0
8023,blond,36,9,24519,F,master,geologie,86.73,non,0
8024,chatain,25,14,42714,M,licence,forage,35.89,non,0
8025,chatain,51,13,32056,M,master,geologie,60.85,non,0
8026,chatain,22,5,25490,F,doctorat,archeologie,84.29,oui,0
8027,blond,28,8,29606,F,master,detective,97.26,non,0
8028,chatain,25,9,35376,M,master,forage,58.86,non,0
8029,chatain,40,11,39927,F,master,forage,58.19,non,0
8030,blond,32,6,37515,M,master,detective,91.83,oui,0
8031,blond,37,8,28242,M,master,detective,93.07,oui,0
8032,blond,25,8,41548,F,bac,forage,78.7,non,0
8033,blond,43,15,48269,F,bac,archeologie,53.94,oui,0
8034,blond,34,11,34450,M,licence,forage,79.8,non,1
8035,brun,45,6,25769,F,master,forage,97.6,oui,0
8036,blond,43,8,26009,M,doctorat,detective,85.51,oui,0
8037,blond,32,10,41031,M,licence,forage,87.55,oui,1
8038,chatain,38,3,30598,F,doctorat,detective,84.63,oui,0
8039,brun,42,4,36979,F,licence,detective,80.56,oui,0
8040,blond,38,14,35095,M,licence,geologie,72.7,non,0
8041,chatain,31,11,37195,M,master,geologie,48.45,non,1
8042,roux,50,9,34960,M,licence,forage,61.09,non,0
8043,blond,65,6,34969,M,licence,geologie,72.01,non,0
8044,blond,49,14,33613,F,licence,forage,83.83,non,0
8045,blond,33,14,34818,M,master,detective,75.05,oui,0
8046,blond,26,16,35053,M,bac,geologie,75.63,non,0
8047,brun,31,12,32642,M,licence,forage,58.16,non,0
8048,brun,51,9,26952,F,licence,forage,76.83,non,0
8049,blond,35,14,30340,F,bac,geologie,50.82,non,0
8050,chatain,44,7,31700,M,master,geologie,73.92,non,0
8051,roux,44,10,41390,M,master,geologie,51.22,non,0
8052,brun,28,12,30220,F,master,detective,89.35,oui,0
8053,blond,41,9,36713,M,master,geologie,82.92,oui,0
8054,blond,29,4,36023,M,master,forage,78.68,oui,0
8055,blond,33,9,35195,M,master,forage,92.92,oui,0
8056,brun,40,9,36142,F,master,archeologie,87.39,oui,1
8057,blond,45,5,33855,F,licence,geologie,85.9,non,0
8058,brun,35,13,34893,M,master,geologie,62.91,non,0
8059,brun,26,11,30637,M,master,forage,87.69,oui,0
8060,brun,20,9,36274,M,doctorat,forage,96.32,oui,0
8061,chatain,37,13,33832,M,master,geologie,76.81,oui,0
8062,brun,48,9,40541,M,licence,detective,60.1,oui,0
8063,brun,32,8,35467,M,licence,geologie,69.03,non,0
8064,roux,51,8,37718,M,master,detective,87.81,oui,0
8065,blond,39,4,25744,F,licence,detective,82.34,non,0
8066,chatain,23,8,44527,M,master,geologie,52.17,oui,0
8067,brun,37,7,35204,M,licence,geologie,73,non,0
8068,blond,37,10,30693,M,master,forage,82.18,oui,0
8069,blond,32,10,36187,M,master,geologie,90.04,oui,1
8070,blond,44,14,38770,M,licence,forage,79.9,oui,0
8071,brun,37,9,39461,F,bac,detective,57.44,non,0
8072,chatain,29,9,34141,F,licence,archeologie,63.52,non,1
8073,chatain,42,14,27193,F,doctorat,detective,95.26,non,0
8074,blond,34,14,35536,F,licence,archeologie,70.79,oui,0
8075,chatain,29,11,34278,F,licence,forage,76.91,non,0
8076,blond,34,8,42660,M,bac,geologie,33.92,non,0
8077,blond,42,7,37659,F,bac,geologie,54.04,non,0
8078,brun,54,5,21406,F,doctorat,geologie,117.7,oui,0
8079,chatain,36,9,29546,F,doctorat,detective,91.72,oui,0
8080,brun,24,11,35519,M,master,geologie,77.8,oui,0
8081,roux,35,7,30608,F,licence,detective,84.13,non,0
8082,chatain,49,8,36370,M,master,geologie,54.82,non,0
8083,blond,46,14,32729,M,bac,geologie,45.33,non,0
8084,brun,33,13,32257,F,licence,geologie,69.96,non,0
8085,blond,29,13,40113,M,licence,detective,88.31,oui,1
8086,blond,32,11,27204,F,licence,geologie,92.67,non,0
8087,roux,34,10,39594,M,licence,forage,62.57,oui,0
8088,blond,15,8,38012,M,licence,geologie,77.78,non,0
8089,brun,27,13,35414,M,licence,detective,80.64,non,1
8090,chatain,31,10,39268,M,master,forage,90.93,oui,0
8091,chatain,24,8,40705,M,master,geologie,53.04,oui,0
8092,chatain,30,6,41033,F,doctorat,detective,93.97,oui,0
8093,blond,36,9,33586,M,licence,geologie,63.5,non,0
8094,brun,42,8,34473,M,master,forage,76.93,oui,0
8095,chatain,22,14,34855,F,licence,geologie,87.58,non,0
8096,brun,20,12,31558,M,licence,geologie,45.12,non,0
8097,brun,31,7,40146,M,bac,geologie,36.55,non,0
8098,blond,39,7,40813,M,licence,archeologie,94.68,oui,1
8099,brun,38,9,40330,M,licence,detective,55.44,oui,0
8100,chatain,36,7,33675,F,master,detective,87.59,oui,0
8101,blond,19,9,37876,M,licence,geologie,67.39,non,0
8102,blond,43,10,33668,M,master,forage,67.12,oui,0
8103,blond,15,9,29679,M,master,geologie,81,non,0
8104,brun,44,11,33173,F,master,detective,87.76,oui,0
8105,chatain,35,6,39594,F,licence,archeologie,76.85,oui,0
8106,brun,31,7,26887,F,master,forage,114.31,oui,0
8107,blond,33,8,33146,F,licence,detective,86.11,non,0
8108,blond,29,12,32208,M,master,forage,96.73,oui,0
8109,blond,57,13,37893,M,master,geologie,103.47,oui,1
8110,chatain,19,12,43214,F,master,detective,76.98,oui,0
8111,brun,45,5,41782,F,licence,detective,60.01,non,0
8112,blond,40,12,34714,M,licence,geologie,85.03,non,0
8113,blond,23,10,28202,M,master,geologie,91.25,non,0
8114,blond,16,9,27493,F,licence,geologie,103.97,non,0
8115,chatain,39,5,31075,M,doctorat,geologie,95.69,oui,0
8116,chatain,55,7,30855,M,doctorat,geologie,84.87,oui,0
8117,roux,37,14,34477,M,licence,detective,93.77,oui,0
8118,brun,44,12,32590,M,doctorat,geologie,111.18,oui,0
8119,roux,29,13,38394,M,doctorat,geologie,108.85,oui,1
8120,chatain,34,8,37255,M,doctorat,detective,83.52,oui,0
8121,brun,35,12,31703,M,master,geologie,64.72,non,0
8122,brun,15,5,33369,M,master,detective,75.35,oui,0
8123,roux,58,6,29005,F,licence,forage,85.38,non,0
8124,roux,35,8,39265,M,bac,geologie,42.55,non,0
8125,blond,25,7,32004,M,licence,geologie,82.8,non,0
8126,brun,31,9,31812,M,licence,geologie,64.46,non,0
8127,blond,22,9,32766,M,licence,geologie,58.7,non,0
8128,roux,29,2,31884,M,licence,forage,63.6,non,1
8129,chatain,23,11,42966,M,master,detective,58.93,oui,0
8130,blond,23,9,31440,F,licence,geologie,87.62,non,0
8131,brun,25,11,32354,F,licence,forage,89.77,non,0
8132,blond,37,8,41653,M,bac,geologie,60.57,non,0
8133,brun,28,3,35983,M,master,geologie,69.24,oui,1
8134,brun,31,11,31531,F,master,detective,84.86,oui,0
8135,chatain,32,8,28797,F,master,geologie,63.05,non,0
8136,blond,33,13,32809,M,bac,geologie,45.42,non,0
8137,brun,24,12,48584,M,bac,geologie,23.24,non,0
8138,chatain,29,7,42296,F,master,archeologie,103.55,oui,0
8139,blond,45,8,33116,M,master,geologie,76.76,oui,0
8140,blond,38,11,35255,M,licence,forage,43.59,non,0
8141,chatain,35,8,31519,F,doctorat,geologie,37.95,oui,0
8142,blond,34,13,36010,M,licence,geologie,60.86,non,0
8143,chatain,27,11,33129,F,licence,forage,55.59,non,1
8144,chatain,27,11,38830,M,licence,geologie,67.69,non,0
8145,brun,35,10,34770,M,master,detective,59.48,oui,0
8146,roux,41,11,31071,M,licence,geologie,80.1,non,0
8147,blond,40,9,35176,M,licence,geologie,80.08,non,1
8148,brun,36,9,33955,F,master,geologie,62.5,non,1
8149,brun,41,10,35361,F,licence,forage,84.34,non,0
8150,brun,37,11,42889,F,bac,forage,44.59,non,0
8151,brun,43,10,35329,M,doctorat,detective,104.32,oui,0
8152,chatain,35,8,47562,M,master,detective,74.6,oui,0
8153,brun,33,11,31133,M,master,geologie,76.55,non,0
8154,chatain,30,8,30597,M,master,geologie,72.32,non,0
8155,chatain,25,8,42980,F,master,detective,79.75,oui,0
8156,blond,27,9,27701,F,master,geologie,86.09,non,0
8157,chatain,25,7,28400,M,master,geologie,75.8,non,0
8158,blond,43,9,40596,M,bac,geologie,40.28,non,0
8159,chatain,35,13,35968,M,master,geologie,77.3,oui,0
8160,blond,38,14,27911,M,doctorat,geologie,102.1,oui,0
8161,brun,37,9,33735,F,licence,detective,81.97,non,0
8162,blond,34,7,40552,M,licence,forage,41.39,oui,0
8163,blond,17,6,36794,F,licence,geologie,71.65,non,1
8164,chatain,29,16,30797,F,doctorat,geologie,85.24,non,0
8165,chatain,51,7,32428,F,master,detective,106.57,non,0
8166,chatain,35,11,29426,F,doctorat,geologie,42.71,non,1
8167,roux,29,7,35573,M,master,geologie,101.15,oui,1
8168,blond,65,11,35651,M,licence,forage,97.47,oui,1
8169,brun,35,7,37800,M,master,geologie,83.09,oui,1
8170,chatain,46,1,45897,F,master,detective,78.61,oui,0
8171,roux,28,12,43109,M,bac,geologie,20.15,non,0
8172,blond,53,16,35558,F,licence,forage,77.62,oui,1
8173,blond,41,12,37901,M,licence,detective,78.04,oui,0
8174,blond,32,6,34098,F,licence,detective,76.09,non,0
8175,chatain,51,8,27588,F,doctorat,forage,109.75,non,0
8176,brun,19,15,41967,M,licence,archeologie,82.24,oui,0
8177,chatain,27,12,31832,F,doctorat,geologie,89.71,non,0
8178,chatain,38,8,44392,M,licence,geologie,58.35,oui,0
8179,chatain,39,7,30882,F,doctorat,geologie,105.02,oui,0
8180,chatain,39,10,32293,F,master,geologie,97.59,non,0
8181,roux,22,13,28245,M,doctorat,forage,117.99,oui,0
8182,roux,32,11,36068,M,bac,forage,83.1,non,0
8183,brun,54,5,41356,M,master,forage,87.5,oui,0
8184,blond,42,7,34738,F,licence,detective,73.64,non,0
8185,blond,28,7,30539,M,master,geologie,92.62,non,0
8186,blond,38,12,33761,M,licence,geologie,68.03,non,0
8187,blond,31,10,28527,M,doctorat,geologie,92.51,oui,1
8188,roux,32,7,22763,M,master,geologie,94.18,non,0
8189,chatain,24,6,45472,M,master,detective,74.74,oui,0
8190,chatain,24,6,35547,F,doctorat,archeologie,88.43,oui,0
8191,brun,49,4,29996,M,bac,geologie,39.39,non,0
8192,blond,36,11,36132,M,bac,geologie,74.23,non,0
8193,blond,35,10,45578,M,bac,detective,63.03,oui,0
8194,blond,43,7,39824,F,licence,detective,95.69,non,0
8195,blond,39,11,39762,M,licence,geologie,62.15,non,0
8196,brun,36,6,26986,F,master,archeologie,96.56,non,0
8197,chatain,32,10,30109,F,doctorat,geologie,103.02,oui,0
8198,blond,35,11,32410,F,licence,forage,82.65,non,0
8199,chatain,33,6,42815,M,licence,forage,48.12,non,0
8200,roux,35,10,39297,M,bac,geologie,48.87,non,0
8201,brun,33,10,32321,F,licence,forage,80.56,non,0
8202,brun,65,5,40170,M,master,geologie,68.53,oui,0
8203,blond,21,9,38063,M,bac,forage,55.79,non,1
8204,brun,34,6,32004,F,licence,geologie,83.74,non,0
8205,brun,19,6,36182,F,licence,geologie,67.06,non,0
8206,blond,39,9,31341,M,doctorat,forage,95.95,oui,0
8207,blond,21,11,28580,F,licence,geologie,90.83,non,0
8208,blond,34,7,34240,M,licence,geologie,54.33,non,0
8209,blond,35,14,28975,F,licence,detective,88.7,non,0
8210,chatain,41,11,30559,M,doctorat,geologie,37.95,oui,0
8211,roux,46,9,37130,M,bac,forage,76,non,0
8212,brun,34,7,42787,M,licence,geologie,68.08,oui,0
8213,brun,42,8,31295,F,licence,detective,73.8,non,0
8214,blond,34,15,33972,F,licence,detective,92.68,non,0
8215,brun,25,8,34966,M,bac,geologie,37.49,non,0
8216,blond,21,11,26535,F,licence,detective,76.38,non,0
8217,brun,29,8,31151,M,master,geologie,104.28,non,0
8218,blond,23,15,34183,M,bac,forage,39.19,non,0
8219,roux,34,9,41071,M,bac,geologie,78.96,oui,0
8220,chatain,26,5,40854,F,doctorat,forage,65.59,oui,0
8221,blond,29,10,44509,F,licence,detective,72.99,oui,1
8222,brun,20,8,40805,M,master,forage,66.66,oui,0
8223,brun,37,15,43563,M,licence,detective,70.58,oui,0
8224,brun,36,12,37289,M,doctorat,forage,105.77,oui,0
8225,blond,52,7,32974,M,doctorat,forage,91.06,oui,0
8226,roux,49,8,30778,M,licence,forage,77.57,non,0
8227,blond,22,7,37430,M,bac,archeologie,91.34,non,1
8228,chatain,45,11,34912,M,master,geologie,72.26,non,0
8229,blond,35,6,34223,M,licence,forage,68.33,non,0
8230,brun,31,10,33438,M,doctorat,archeologie,86.13,oui,0
8231,chatain,46,9,36882,M,master,geologie,53.26,non,0
8232,brun,16,10,36551,M,licence,detective,74.07,non,1
8233,chatain,38,8,39985,M,licence,geologie,55.92,non,0
8234,roux,41,12,45559,M,bac,geologie,52.09,oui,0
8235,roux,24,10,36210,F,bac,forage,64.86,non,0
8236,blond,29,12,28437,F,licence,forage,83.88,non,0
8237,brun,46,5,37393,M,bac,geologie,61.28,non,0
8238,blond,29,12,44394,F,bac,forage,47.25,non,0
8239,blond,36,12,35316,M,master,archeologie,78.61,oui,0
8240,brun,18,9,39597,F,licence,detective,78.16,non,0
8241,brun,29,8,33467,M,master,geologie,98.16,oui,0
8242,brun,41,7,34032,F,licence,forage,62.88,non,1
8243,blond,22,11,25570,M,master,geologie,93.27,non,0
8244,chatain,18,6,39468,F,licence,geologie,63.51,non,0
8245,brun,36,6,40867,F,licence,archeologie,87.33,oui,0
8246,blond,40,11,34339,M,master,detective,63.25,oui,0
8247,blond,36,9,26741,F,master,detective,117.71,non,0
8248,roux,35,12,35550,M,master,geologie,96.58,oui,1
8249,chatain,53,9,38826,F,licence,detective,80.36,oui,0
8250,blond,26,10,34944,F,licence,archeologie,62.26,oui,0
8251,brun,48,8,41739,M,licence,geologie,73.79,non,0
8252,roux,39,10,32926,M,licence,geologie,91.5,oui,0
8253,brun,22,13,36347,F,master,geologie,91.5,non,0
8254,chatain,46,7,34412,F,master,forage,57.6,non,0
8255,brun,33,9,41395,F,licence,detective,77.31,oui,0
8256,brun,25,10,34065,M,licence,geologie,72.43,non,0
8257,chatain,28,6,30650,M,doctorat,forage,76.79,oui,0
8258,chatain,25,7,32174,F,master,detective,36.3,non,1
8259,chatain,44,13,37430,M,doctorat,forage,71.59,oui,0
8260,chatain,30,12,40015,M,master,forage,55.84,oui,0
8261,blond,33,12,33758,M,licence,geologie,49.95,non,0
8262,roux,32,9,43133,M,licence,geologie,81.62,oui,0
8263,blond,36,14,35943,F,licence,detective,70.22,oui,0
8264,brun,41,5,28416,F,master,detective,100.58,oui,0
8265,blond,53,13,32854,F,master,forage,84.66,non,0
8266,blond,47,13,33582,F,licence,forage,85.25,non,0
8267,brun,44,10,45885,M,licence,forage,62.4,oui,0
8268,chatain,22,8,42672,F,bac,geologie,56.91,non,0
8269,chatain,24,16,42710,F,master,detective,60.08,non,1
8270,blond,55,10,34454,M,licence,geologie,78.77,non,0
8271,blond,36,8,38887,M,licence,geologie,60.81,oui,0
8272,blond,26,9,33306,F,bac,geologie,70.89,non,0
8273,blond,47,10,32216,M,master,geologie,78.74,non,0
8274,chatain,36,9,33075,F,master,geologie,90.87,non,0
8275,chatain,20,13,26326,F,doctorat,detective,108.07,oui,0
8276,chatain,59,12,40473,F,licence,archeologie,65.93,oui,0
8277,brun,35,12,30039,M,master,geologie,74.74,non,1
8278,brun,28,10,40437,F,licence,detective,67.31,non,0
8279,chatain,58,11,32229,F,bac,archeologie,57.44,non,1
8280,roux,23,8,33449,M,licence,geologie,82.33,non,0
8281,chatain,28,10,33217,M,doctorat,detective,72.52,oui,0
8282,roux,15,11,41261,M,licence,detective,94.66,oui,0
8283,chatain,29,13,35333,F,master,geologie,72.95,non,0
8284,blond,25,12,37441,F,licence,forage,71.53,non,0
8285,brun,41,10,41905,M,licence,geologie,37.95,non,0
8286,brun,42,9,31927,F,master,detective,74.15,non,0
8287,chatain,33,13,34131,F,doctorat,detective,101.18,oui,0
8288,brun,25,9,37310,M,master,detective,101.08,oui,0
8289,blond,36,6,37136,M,bac,geologie,48.51,non,0
8290,chatain,37,8,36009,F,master,geologie,84.75,non,0
8291,blond,37,6,31804,M,master,geologie,65.81,non,0
8292,blond,27,14,40285,M,licence,geologie,55.2,non,1
8293,brun,47,8,34860,M,licence,geologie,37.22,non,0
8294,roux,25,17,31121,F,bac,geologie,46.17,non,0
8295,chatain,38,10,33262,F,licence,geologie,78.91,non,0
8296,blond,35,9,30431,M,master,geologie,91.06,non,0
8297,brun,35,8,39233,M,master,detective,77.23,oui,0
8298,blond,22,6,29356,F,licence,forage,89.38,non,0
8299,brun,53,5,26846,F,master,geologie,98.75,non,0
8300,blond,41,6,35300,F,licence,detective,59.35,non,0
8301,brun,22,12,41675,M,licence,detective,59.86,oui,0
8302,chatain,35,12,46329,M,master,forage,52.88,oui,0
8303,blond,38,12,41431,M,licence,detective,56.13,oui,0
8304,blond,46,10,30416,M,master,geologie,110.67,oui,0
8305,blond,43,12,38392,M,bac,geologie,61.14,non,0
8306,brun,29,8,36428,M,master,forage,58.24,non,0
8307,roux,21,5,36018,M,licence,geologie,99.5,oui,1
8308,chatain,38,12,35643,F,doctorat,detective,88.16,oui,0
8309,blond,35,8,41033,M,licence,geologie,61.8,non,0
8310,chatain,50,6,31646,F,master,forage,86.6,non,0
8311,brun,24,11,33876,M,licence,geologie,68.47,non,0
8312,blond,34,4,32226,F,licence,detective,67.48,non,1
8313,brun,36,13,35349,F,licence,geologie,67.32,non,1
8314,blond,32,12,27937,M,licence,geologie,71.24,non,0
8315,blond,35,3,40658,M,bac,geologie,50.55,non,0
8316,chatain,26,9,37224,M,master,geologie,56.69,non,0
8317,blond,26,6,28844,F,master,forage,96.87,non,0
8318,blond,38,5,27857,F,licence,forage,110.77,non,0
8319,chatain,33,12,32545,M,doctorat,forage,91.33,oui,0
8320,brun,31,10,27191,F,master,forage,77.36,non,0
8321,blond,34,3,43072,M,bac,geologie,54.1,non,0
8322,blond,38,9,31752,F,licence,forage,92.99,non,0
8323,roux,31,7,34182,M,licence,geologie,73.11,non,0
8324,blond,23,5,38594,M,master,forage,91.77,oui,0
8325,chatain,34,8,36085,F,licence,geologie,59.1,non,0
8326,blond,28,11,34988,M,licence,detective,72.97,oui,0
8327,blond,15,8,38567,M,licence,detective,56.48,oui,0
8328,chatain,35,12,27512,F,doctorat,geologie,72.45,non,0
8329,brun,65,10,32983,F,master,geologie,100.76,non,0
8330,roux,34,11,33827,M,master,geologie,76.98,oui,0
8331,chatain,16,11,36238,F,master,forage,58.88,non,1
8332,roux,47,11,35587,M,licence,geologie,56.94,non,0
8333,chatain,56,7,30293,F,doctorat,detective,98.8,oui,0
8334,blond,45,9,42855,M,bac,forage,70.46,non,0
8335,chatain,28,7,35303,F,master,geologie,64.01,non,0
8336,brun,26,5,32722,M,licence,geologie,89.43,non,0
8337,brun,50,7,41132,M,licence,forage,79.65,oui,1
8338,blond,49,6,33142,F,licence,detective,80.05,non,0
8339,brun,21,9,27861,M,doctorat,detective,87.03,oui,0
8340,chatain,33,8,31736,F,doctorat,detective,92.73,oui,0
8341,blond,39,13,28580,M,master,forage,77.96,oui,0
8342,blond,32,7,47611,M,bac,geologie,27.83,non,0
8343,blond,35,8,33645,M,master,geologie,95.39,oui,0
8344,roux,30,12,38813,M,bac,geologie,74.99,non,0
8345,brun,46,4,35420,M,doctorat,geologie,78.68,oui,1
8346,brun,44,12,32905,F,master,forage,73.09,non,0
8347,chatain,45,9,29500,M,doctorat,forage,65.74,oui,0
8348,chatain,35,12,31788,M,doctorat,geologie,80.48,oui,0
8349,blond,35,13,35068,F,licence,geologie,66.06,non,0
8350,chatain,29,12,31154,F,master,archeologie,81.71,non,0
8351,brun,28,15,35381,M,master,forage,85.53,oui,0
8352,brun,36,7,28421,F,licence,geologie,75.8,non,0
8353,chatain,44,9,29798,M,doctorat,geologie,93.23,oui,0
8354,brun,39,8,35441,M,master,forage,79.04,oui,1
8355,chatain,21,10,33424,M,doctorat,forage,81.74,oui,0
8356,blond,35,12,35902,M,licence,geologie,83.32,non,0
8357,blond,32,10,27844,F,master,forage,85.73,non,0
8358,blond,29,4,31833,F,licence,forage,72.03,oui,0
8359,chatain,15,7,32548,F,licence,geologie,56.31,non,0
8360,blond,40,5,34919,M,licence,detective,41.6,oui,0
8361,blond,27,13,34816,M,master,geologie,95.64,oui,1
8362,brun,39,5,30133,M,master,detective,72.99,non,1
8363,chatain,4,12,36765,F,master,detective,71.38,oui,0
8364,blond,35,9,37300,M,licence,detective,75.3,oui,0
8365,chatain,38,11,46293,F,licence,detective,40.95,non,0
8366,blond,40,14,24956,M,master,geologie,96.4,non,0
8367,brun,26,11,28957,M,master,geologie,90.07,non,0
8368,blond,33,10,27540,M,licence,geologie,72.85,non,0
8369,chatain,23,8,38976,M,master,geologie,37.95,non,0
8370,blond,29,7,36650,F,master,geologie,75.57,oui,1
